zipcode,area,city
45263,"Babakanjaya, Gabuswetan",Indramayu
45263,"Drunten Kulon, Gabuswetan",Indramayu
45263,"Drunten Wetan, Gabuswetan",Indramayu
45263,"Gabuskulon, Gabuswetan",Indramayu
45263,"Gabuswetan, Gabuswetan",Indramayu
45263,"Kedokangabus, Gabuswetan",Indramayu
45263,"Kedungdawa, Gabuswetan",Indramayu
45263,"Rancahan, Gabuswetan",Indramayu
45263,"Rancamulya, Gabuswetan",Indramayu
45263,"Sekarmulya, Gabuswetan",Indramayu
45264,"Baleraja, Gantar",Indramayu
45264,"Bantarwaru, Gantar",Indramayu
45264,"Cipancuh, Haurgeulis",Indramayu
45264,"Gantar, Gantar",Indramayu
45264,"Haurgeulis, Haurgeulis",Indramayu
45264,"Haurkolot, Haurgeulis",Indramayu
45264,"Karangtumaritis, Haurgeulis",Indramayu
45264,"Kertanegara, Haurgeulis",Indramayu
45264,"Mekarjati, Haurgeulis",Indramayu
45264,"Mekarjaya, Gantar",Indramayu
45264,"Mekarwaru, Gantar",Indramayu
45264,"Sanca, Gantar",Indramayu
45264,"Sidadadi, Haurgeulis",Indramayu
45264,"Situraja, Gantar",Indramayu
45264,"Sukajati, Haurgeulis",Indramayu
45264,"Sumbermulya, Haurgeulis",Indramayu
45264,"Wanakaya, Haurgeulis",Indramayu
45265,"Jayamulya, Kroya",Indramayu
45265,"Kroya, Kroya",Indramayu
45265,"Sukamelang, Kroya",Indramayu
45265,"Sukaslamet, Kroya",Indramayu
45265,"Sumberjaya, Kroya",Indramayu
45265,"Sumbon, Kroya",Indramayu
45265,"Tanjungkerta, Kroya",Indramayu
45265,"Temiyang, Kroya",Indramayu
45265,"Temiyangsari, Kroya",Indramayu
45271,"Bangkaloa Ilir, Widasari",Indramayu
45271,"Bunder, Widasari",Indramayu
45271,"Kalensari, Widasari",Indramayu
45271,"Kasmaran, Widasari",Indramayu
45271,"Kongsijaya, Widasari",Indramayu
45271,"Leuwigede, Widasari",Indramayu
45271,"Ujungaris, Widasari",Indramayu
45271,"Ujungjaya, Widasari",Indramayu
45271,"Ujungpendokjaya, Widasari",Indramayu
45271,"Widasari, Widasari",Indramayu
45272,"Bangodua, Bangodua",Indramayu
45272,"Beduyut, Bangodua",Indramayu
45272,"Bodas, Tukdana",Indramayu
45272,"Cangko, Tukdana",Indramayu
45272,"Gadel, Tukdana",Indramayu
45272,"Karanggetas, Bangodua",Indramayu
45272,"Karangkerta, Tukdana",Indramayu
45272,"Kerticala, Tukdana",Indramayu
45272,"Lajer, Tukdana",Indramayu
45272,"Malangsari, Bangodua",Indramayu
45272,"Mekarsari, Tukdana",Indramayu
45272,"Mulyasari, Bangodua",Indramayu
45272,"Pagedangan, Tukdana",Indramayu
45272,"Rancajawat, Tukdana",Indramayu
45272,"Rancasari, Bangodua",Indramayu
45272,"Sukadana, Tukdana",Indramayu
45272,"Sukamulya, Tukdana",Indramayu
45272,"Sukaperna, Tukdana",Indramayu
45272,"Tegalgirang, Bangodua",Indramayu
45272,"Tukdana, Tukdana",Indramayu
45272,"Wanasari, Bangodua",Indramayu
45273,"Bulak, Jatibarang",Indramayu
45273,"Bulak Lor, Jatibarang",Indramayu
45273,"Jatibarang, Jatibarang",Indramayu
45273,"Jatibarang Baru, Jatibarang",Indramayu
45273,"Jatisawit, Jatibarang",Indramayu
45273,"Jatisawit Lor, Jatibarang",Indramayu
45273,"Kalimati, Jatibarang",Indramayu
45273,"Kebulen, Jatibarang",Indramayu
45273,"Krasak, Jatibarang",Indramayu
45273,"Lobener, Jatibarang",Indramayu
45273,"Lobener Lor, Jatibarang",Indramayu
45273,"Malangsemirang, Jatibarang",Indramayu
45273,"Pawidean, Jatibarang",Indramayu
45273,"Pilangsari, Jatibarang",Indramayu
45273,"Sukalila, Jatibarang",Indramayu
45274,"Bondan, Sukagumiwang",Indramayu
45274,"Cadangpinggan, Sukagumiwang",Indramayu
45274,"Cibeber, Sukagumiwang",Indramayu
45274,"Gedangan, Sukagumiwang",Indramayu
45274,"Gunungsari, Sukagumiwang",Indramayu
45274,"Jambe, Kertasemaya",Indramayu
45274,"Jengkok, Kertasemaya",Indramayu
45274,"Kertasemaya, Kertasemaya",Indramayu
45274,"Kliwed, Kertasemaya",Indramayu
45274,"Laranganjambe, Kertasemaya",Indramayu
45274,"Lemahayu, Kertasemaya",Indramayu
45274,"Manguntara, Kertasemaya",Indramayu
45274,"Sukagumiwang, Sukagumiwang",Indramayu
45274,"Sukawera, Kertasemaya",Indramayu
45274,"Tegalwirangrong, Kertasemaya",Indramayu
45274,"Tenajar, Kertasemaya",Indramayu
45274,"Tenajar Kidul, Kertasemaya",Indramayu
45274,"Tenajar Lor, Kertasemaya",Indramayu
45274,"Tersana, Sukagumiwang",Indramayu
45274,"Tulungagung, Kertasemaya",Indramayu
45281,"Gadingan, Sliyeg",Indramayu
45281,"Longok, Sliyeg",Indramayu
45281,"Majasari, Sliyeg",Indramayu
45281,"Majasih, Sliyeg",Indramayu
45281,"Mekargading, Sliyeg",Indramayu
45281,"Sleman, Sliyeg",Indramayu
45281,"Sleman Lor, Sliyeg",Indramayu
45281,"Sliyeg, Sliyeg",Indramayu
45281,"Sliyeglor, Sliyeg",Indramayu
45281,"Sudikampiran, Sliyeg",Indramayu
45281,"Tambi, Sliyeg",Indramayu
45281,"Tambi Lor, Sliyeg",Indramayu
45281,"Tugu, Sliyeg",Indramayu
45281,"Tugu Kidul, Sliyeg",Indramayu
45282,"Dadap, Juntinyuat",Indramayu
45282,"Junti Kebon, Juntinyuat",Indramayu
45282,"Juntikedokan, Juntinyuat",Indramayu
45282,"Juntinyuat, Juntinyuat",Indramayu
45282,"Juntiweden, Juntinyuat",Indramayu
45282,"Limbangan, Juntinyuat",Indramayu
45282,"Lombang, Juntinyuat",Indramayu
45282,"Pondoh, Juntinyuat",Indramayu
45282,"Sambimaya, Juntinyuat",Indramayu
45282,"Segeran, Juntinyuat",Indramayu
45282,"Segeran Kidul, Juntinyuat",Indramayu
45282,"Tinumpuk, Juntinyuat",Indramayu
45283,"Benda, Karangampel",Indramayu
45283,"Cangkingan, Kedokan Bunder",Indramayu
45283,"Dukuhjeruk, Karangampel",Indramayu
45283,"Dukuhtengah, Karangampel",Indramayu
45283,"Jayalaksana, Kedokan Bunder",Indramayu
45283,"Jayawinangun, Kedokan Bunder",Indramayu
45283,"Kaplongan, Kedokan Bunder",Indramayu
45283,"Kaplonganlor, Karangampel",Indramayu
45283,"Karangampel, Karangampel",Indramayu
45283,"Karangampel Kidul, Karangampel",Indramayu
45283,"Kedokan Agung, Kedokan Bunder",Indramayu
45283,"Kedokanbunder, Kedokan Bunder",Indramayu
45283,"Kedokanbunder Wetan, Kedokan Bunder",Indramayu
45283,"Mundu, Karangampel",Indramayu
45283,"Pringgacala, Karangampel",Indramayu
45283,"Sendang, Karangampel",Indramayu
45283,"Tanjungpura, Karangampel",Indramayu
45283,"Tanjungsari, Karangampel",Indramayu
45284,"Dukuhjati, Krangkeng",Indramayu
45284,"Kalianyar, Krangkeng",Indramayu
45284,"Kapringan, Krangkeng",Indramayu
45284,"Kedungwungu, Krangkeng",Indramayu
45284,"Krangkeng, Krangkeng",Indramayu
45284,"Luwunggesik, Krangkeng",Indramayu
45284,"Purwajaya, Krangkeng",Indramayu
45284,"Singakerta, Krangkeng",Indramayu
45284,"Srengseng, Krangkeng",Indramayu
45284,"Tanjakan, Krangkeng",Indramayu
45284,"Tegalmulya, Krangkeng",Indramayu
45285,"Gelarmendala, Balongan",Indramayu
45285,"Majakerta, Balongan",Indramayu
45285,"Sudimampir, Balongan",Indramayu
45285,"Sudimampirlor, Balongan",Indramayu
45285,"Tegalsembadra, Balongan",Indramayu
45311,"Baginda, Sumedang Selatan",Sumedang
45311,"Ciherang, Sumedang Selatan",Sumedang
45311,"Cipancar, Sumedang Selatan",Sumedang
45311,"Citengah, Sumedang Selatan",Sumedang
45311,"Gunasari, Sumedang Selatan",Sumedang
45311,"Kotakulon, Sumedang Selatan",Sumedang
45311,"Margalaksana, Sumedang Selatan",Sumedang
45311,"Margamekar, Sumedang Selatan",Sumedang
45311,"Mekar Rahayu, Sumedang Selatan",Sumedang
45311,"Regol Wetan, Sumedang Selatan",Sumedang
45311,"Sukagalih, Sumedang Selatan",Sumedang
45313,"Pasanggrahan, Sumedang Selatan",Sumedang
45314,"Sukajaya, Sumedang Selatan",Sumedang
45315,"Cipameungpeuk, Sumedang Selatan",Sumedang
45321,"Girimukti, Sumedang Utara",Sumedang
45321,"Jatihurip, Sumedang Utara",Sumedang
45321,"Jatimulya, Sumedang Utara",Sumedang
45321,"Kebonjati, Sumedang Utara",Sumedang
45321,"Margamukti, Sumedang Utara",Sumedang
45321,"Mekarjaya, Sumedang Utara",Sumedang
45321,"Mulyasari, Sumedang Utara",Sumedang
45321,"Padasuka, Sumedang Utara",Sumedang
45321,"Rancamulya, Sumedang Utara",Sumedang
45321,"Sirnamulya, Sumedang Utara",Sumedang
45321,"Talun, Sumedang Utara",Sumedang
45322,"Kotakaler, Sumedang Utara",Sumedang
45323,"Situ, Sumedang Utara",Sumedang
45353,"Cibeureum Kulon, Cimalaka",Sumedang
45353,"Cibeureum Wetan, Cimalaka",Sumedang
45353,"Cikole, Cimalaka",Sumedang
45353,"Cimalaka, Cimalaka",Sumedang
45353,"Cimuja, Cimalaka",Sumedang
45353,"Citimun, Cimalaka",Sumedang
45353,"Galudra, Cimalaka",Sumedang
45353,"Licin, Cimalaka",Sumedang
45353,"Mandalaherang, Cimalaka",Sumedang
45353,"Naluk, Cimalaka",Sumedang
45353,"Nyalindung, Cimalaka",Sumedang
45353,"Padasari, Cimalaka",Sumedang
45353,"Serang, Cimalaka",Sumedang
45353,"Trunamanggala, Cimalaka",Sumedang
45354,"Banyuasih, Tanjungkerta",Sumedang
45354,"Boros, Tanjungkerta",Sumedang
45354,"Cigentur, Tanjungkerta",Sumedang
45354,"Cikaramas, Tanjungmedar",Sumedang
45354,"Cipanas, Tanjungkerta",Sumedang
45354,"Gunturmekar, Tanjungkerta",Sumedang
45354,"Jingkang, Tanjungmedar",Sumedang
45354,"Kamal, Tanjungmedar",Sumedang
45354,"Kertaharja, Tanjungkerta",Sumedang
45354,"Kertamekar, Tanjungkerta",Sumedang
45354,"Kertamukti, Tanjungmedar",Sumedang
45354,"Mulyamekar, Tanjungkerta",Sumedang
45354,"Sukamantri, Tanjungkerta",Sumedang
45354,"Sukamukti, Tanjungmedar",Sumedang
45354,"Sukatani, Tanjungmedar",Sumedang
45354,"Tanjungmedar, Tanjungmedar",Sumedang
45354,"Tanjungmekar, Tanjungkerta",Sumedang
45354,"Tanjungmulya, Tanjungkerta",Sumedang
45354,"Tanjungwangi, Tanjungmedar",Sumedang
45354,"Wargaluyu, Tanjungmedar",Sumedang
45355,"Bantarmara, Cisarua",Sumedang
45355,"Cimara, Cisarua",Sumedang
45355,"Cipandanwangi, Cisarua",Sumedang
45355,"Cisalak, Cisarua",Sumedang
45355,"Cisarua, Cisarua",Sumedang
45355,"Ciuyah, Cisarua",Sumedang
45355,"Kebonkalapa, Cisarua",Sumedang
45356,"Cikondang, Ganeas",Sumedang
45356,"Cikoneng, Ganeas",Sumedang
45356,"Dayeuh Luhur, Ganeas",Sumedang
45356,"Ganeas, Ganeas",Sumedang
45356,"Sukaluyu, Ganeas",Sumedang
45356,"Sukawening, Ganeas",Sumedang
45356,"Tanjunghurip, Ganeas",Sumedang
45361,"Cibunar, Rancakalong",Sumedang
45361,"Cibungur, Rancakalong",Sumedang
45361,"Nagarawangi, Rancakalong",Sumedang
45361,"Pamekaran, Rancakalong",Sumedang
45361,"Pangadegan, Rancakalong",Sumedang
45361,"Pasir Biru, Rancakalong",Sumedang
45361,"Rancakalong, Rancakalong",Sumedang
45361,"Sukahayu, Rancakalong",Sumedang
45361,"Sukamaju, Rancakalong",Sumedang
45361,"Sukasirnarasa, Rancakalong",Sumedang
45362,"Cijambu, Tanjungsari",Sumedang
45362,"Cinanjung, Tanjungsari",Sumedang
45362,"Gudang, Tanjungsari",Sumedang
45362,"Gunungmanik, Tanjungsari",Sumedang
45362,"Jatisari, Tanjungsari",Sumedang
45362,"Kadakajaya, Tanjungsari",Sumedang
45362,"Kutamandiri, Tanjungsari",Sumedang
45362,"Marga Jaya, Tanjungsari",Sumedang
45362,"Margaluyu, Tanjungsari",Sumedang
45362,"Pasigaran, Tanjungsari",Sumedang
45362,"Raharja, Tanjungsari",Sumedang
45362,"Tanjungsari, Tanjungsari",Sumedang
45363,"Cibeusi, Jatinangor",Sumedang
45363,"Cigintung, Cisitu",Sumedang
45363,"Cikeruh, Jatinangor",Sumedang
45363,"Cilayung, Jatinangor",Sumedang
45363,"Cileles, Jatinangor",Sumedang
45363,"Cilopang, Cisitu",Sumedang
45363,"Cimarga, Cisitu",Sumedang
45363,"Cinangsi, Cisitu",Sumedang
45363,"Cinta Mulya, Jatinangor",Sumedang
45363,"Cipacing, Jatinangor",Sumedang
45363,"Cisempur, Jatinangor",Sumedang
45363,"Cisitu, Cisitu",Sumedang
45363,"Hegarmanah, Jatinangor",Sumedang
45363,"Jatimukti, Jatinangor",Sumedang
45363,"Jatiroke, Jatinangor",Sumedang
45363,"Linggajaya, Cisitu",Sumedang
45363,"Mekargalih, Jatinangor",Sumedang
45363,"Pajagan, Cisitu",Sumedang
45363,"Ranjeng, Cisitu",Sumedang
45363,"Sayang, Jatinangor",Sumedang
45363,"Situmekar, Cisitu",Sumedang
45363,"Sundamekar, Cisitu",Sumedang
45364,"Cihanjuang, Cimanggung",Sumedang
45364,"Cikahuripan, Cimanggung",Sumedang
45364,"Cimanggung, Cimanggung",Sumedang
45364,"Mangunarga, Cimanggung",Sumedang
45364,"Pasirnunjang, Cimanggung",Sumedang
45364,"Sawahdadap, Cimanggung",Sumedang
45364,"Sindanggalih, Cimanggung",Sumedang
45364,"Sindangpakuon, Cimanggung",Sumedang
45364,"Sindulang, Cimanggung",Sumedang
45364,"Sukadana, Cimanggung",Sumedang
45364,"Tegalmanggung, Cimanggung",Sumedang
45365,"Arahan Kidul, Arahan",Indramayu
45365,"Arahan Lor, Arahan",Indramayu
45365,"Cidempet, Arahan",Indramayu
45365,"Cigendel, Pamulihan",Sumedang
45365,"Cijeruk, Pamulihan",Sumedang
45365,"Cilembu, Pamulihan",Sumedang
45365,"Cimarias, Pamulihan",Sumedang
45365,"Cinanggerang, Pamulihan",Sumedang
45365,"Ciptasari, Pamulihan",Sumedang
45365,"Citali, Pamulihan",Sumedang
45365,"Haurngombong, Pamulihan",Sumedang
45365,"Linggajati, Arahan",Indramayu
45365,"Mekarbakti, Pamulihan",Sumedang
45365,"Pamulihan, Pamulihan",Sumedang
45365,"Pranggong, Arahan",Indramayu
45365,"Sukadadi, Arahan",Indramayu
45365,"Sukasari, Arahan",Indramayu
45365,"Sukawangi, Pamulihan",Sumedang
45365,"Tawangsari, Arahan",Indramayu
45366,"Banyuresmi, Sukasari",Sumedang
45366,"Genteng, Sukasari",Sumedang
45366,"Mekarsari, Sukasari",Sumedang
45366,"Nanggerang, Sukasari",Sumedang
45366,"Sindangsari, Sukasari",Sumedang
45366,"Sukarapih, Sukasari",Sumedang
45366,"Sukasari, Sukasari",Sumedang
45371,"Ambit, Situraja",Sumedang
45371,"Bangbayang, Situraja",Sumedang
45371,"Cijati, Situraja",Sumedang
45371,"Cijeler, Situraja",Sumedang
45371,"Cikadu, Situraja",Sumedang
45371,"Jatimekar, Situraja",Sumedang
45371,"Kaduwulung, Situraja",Sumedang
45371,"Karangheuleut, Situraja",Sumedang
45371,"Malaka, Situraja",Sumedang
45371,"Mekarmulya, Situraja",Sumedang
45371,"Situraja, Situraja",Sumedang
45371,"Situraja Utara, Situraja",Sumedang
45371,"Sukatali, Situraja",Sumedang
45371,"Wanakerta, Situraja",Sumedang
45372,"Cibogo, Darmaraja",Sumedang
45372,"Cieunteung, Darmaraja",Sumedang
45372,"Cikeusi, Darmaraja",Sumedang
45372,"Cipaku, Darmaraja",Sumedang
45372,"Cipeuteuy, Darmaraja",Sumedang
45372,"Darmajaya, Darmaraja",Sumedang
45372,"Darmaraja, Darmaraja",Sumedang
45372,"Jatibungur, Darmaraja",Sumedang
45372,"Karang Pakuan, Darmaraja",Sumedang
45372,"Leuwihideung, Darmaraja",Sumedang
45372,"Neglasari, Darmaraja",Sumedang
45372,"Paku Alam, Darmaraja",Sumedang
45372,"Ranggon, Darmaraja",Sumedang
45372,"Sukamenak, Darmaraja",Sumedang
45372,"Sukaratu, Darmaraja",Sumedang
45372,"Tarunajaya, Darmaraja",Sumedang
45373,"Cikareo Selatan, Wado",Sumedang
45373,"Cikareo Utara, Wado",Sumedang
45373,"Cilengkrang, Wado",Sumedang
45373,"Cimungkal, Wado",Sumedang
45373,"Cisurat, Wado",Sumedang
45373,"Ganjaresik, Wado",Sumedang
45373,"Mulyajaya, Wado",Sumedang
45373,"Padajaya, Wado",Sumedang
45373,"Sukajadi, Wado",Sumedang
45373,"Sukapura, Wado",Sumedang
45373,"Wado, Wado",Sumedang
45375,"Buana Mekar, Cibugel",Sumedang
45375,"Cibugel, Cibugel",Sumedang
45375,"Cipasang, Cibugel",Sumedang
45375,"Jaya Mekar, Cibugel",Sumedang
45375,"Sukaraja, Cibugel",Sumedang
45375,"Tamansari, Cibugel",Sumedang
45376,"Banjarsari, Jatinunggal",Sumedang
45376,"Cimanintin, Jatinunggal",Sumedang
45376,"Cipeundeuy, Jatinunggal",Sumedang
45376,"Kirisik, Jatinunggal",Sumedang
45376,"Pawenang, Jatinunggal",Sumedang
45376,"Sarimekar, Jatinunggal",Sumedang
45376,"Sirnasari, Jatinunggal",Sumedang
45376,"Sukamanah, Jatinunggal",Sumedang
45376,"Tarikolot, Jatinunggal",Sumedang
45377,"Cijeungjing, Jatigede",Sumedang
45377,"Cintajaya, Jatigede",Sumedang
45377,"Cipicung, Jatigede",Sumedang
45377,"Ciranggem, Jatigede",Sumedang
45377,"Cisampih, Jatigede",Sumedang
45377,"Jemah, Jatigede",Sumedang
45377,"Kadu, Jatigede",Sumedang
45377,"Kadujaya, Jatigede",Sumedang
45377,"Karedok, Jatigede",Sumedang
45377,"Lebaksiuh, Jatigede",Sumedang
45377,"Mekarasih, Jatigede",Sumedang
45377,"Sukakersa, Jatigede",Sumedang
45381,"Bongkok, Paseh",Sumedang
45381,"Cijambe, Paseh",Sumedang
45381,"Citepok, Paseh",Sumedang
45381,"Haurkuning, Paseh",Sumedang
45381,"Legok Kaler, Paseh",Sumedang
45381,"Legok Kidul, Paseh",Sumedang
45381,"Padanaan, Paseh",Sumedang
45381,"Paseh Kaler, Paseh",Sumedang
45381,"Paseh Kidul, Paseh",Sumedang
45381,"Pasireungit, Paseh",Sumedang
45382,"Bugel, Tomo",Sumedang
45382,"Cicarimanah, Tomo",Sumedang
45382,"Cipeles, Tomo",Sumedang
45382,"Darmawangi, Tomo",Sumedang
45382,"Jembarwangi, Tomo",Sumedang
45382,"Karyamukti, Tomo",Sumedang
45382,"Marongge, Tomo",Sumedang
45382,"Tolengas, Tomo",Sumedang
45382,"Tomo, Tomo",Sumedang
45383,"Cibuluh, Ujungjaya",Sumedang
45383,"Cipelang, Ujungjaya",Sumedang
45383,"Kebon Cau, Ujungjaya",Sumedang
45383,"Kudangwangi, Ujungjaya",Sumedang
45383,"Palabuan, Ujungjaya",Sumedang
45383,"Palasari, Ujungjaya",Sumedang
45383,"Sakurjaya, Ujungjaya",Sumedang
45383,"Sukamulya, Ujungjaya",Sumedang
45383,"Ujungjaya, Ujungjaya",Sumedang
45391,"Babakan Asem, Conggeang",Sumedang
45391,"Cacaban, Conggeang",Sumedang
45391,"Cibeureuyeuh, Conggeang",Sumedang
45391,"Cibubuan, Conggeang",Sumedang
45391,"Cipamekar, Conggeang",Sumedang
45391,"Conggeang Kulon, Conggeang",Sumedang
45391,"Conggeang Wetan, Conggeang",Sumedang
45391,"Jambu, Conggeang",Sumedang
45391,"Karanglayung, Conggeang",Sumedang
45391,"Narimbang, Conggeang",Sumedang
45391,"Padaasih, Conggeang",Sumedang
45391,"Ungkal, Conggeang",Sumedang
45392,"Bojongloa, Buahdua",Sumedang
45392,"Buahdua, Buahdua",Sumedang
45392,"Ciawitali, Buahdua",Sumedang
45392,"Cibitung, Buahdua",Sumedang
45392,"Cikurubuk, Buahdua",Sumedang
45392,"Cilangkap, Buahdua",Sumedang
45392,"Citaleus, Buahdua",Sumedang
45392,"Gendereh, Buahdua",Sumedang
45392,"Hariang, Buahdua",Sumedang
45392,"Karangbungur, Buahdua",Sumedang
45392,"Mekarmukti, Buahdua",Sumedang
45392,"Nagrak, Buahdua",Sumedang
45392,"Panyindangan, Buahdua",Sumedang
45392,"Sekarwangi, Buahdua",Sumedang
45393,"Pamekarsari, Surian",Sumedang
45393,"Ranggasari, Surian",Sumedang
45393,"Suriamendal, Surian",Sumedang
45393,"Suriamukti, Surian",Sumedang
45393,"Surian, Surian",Sumedang
45393,"Tanjung, Surian",Sumedang
45393,"Wanajaya, Surian",Sumedang
45393,"Wanasari, Surian",Sumedang
45411,"Cibodas, Majalengka",Majalengka
45411,"Kawunggirang, Majalengka",Majalengka
45411,"Kulur, Majalengka",Majalengka
45411,"Majalengka Wetan, Majalengka",Majalengka
45411,"Sidamukti, Majalengka",Majalengka
45411,"Sindangkasih, Majalengka",Majalengka
45412,"Cicurug, Majalengka",Majalengka
45414,"Tonjong, Majalengka",Majalengka
45415,"Cikasarung, Majalengka",Majalengka
45416,"Tarikolot, Majalengka",Majalengka
45417,"Cijati, Majalengka",Majalengka
45417,"Munjul, Majalengka",Majalengka
45418,"Majalengka Kulon, Majalengka",Majalengka
45419,"Babakan Jawa, Majalengka",Majalengka
45452,"Babakan Anyar, Kadipaten",Majalengka
45452,"Cipaku, Kadipaten",Majalengka
45452,"Heuleut, Kadipaten",Majalengka
45452,"Kadipaten, Kadipaten",Majalengka
45452,"Karangsambung, Kadipaten",Majalengka
45452,"Liangjulang, Kadipaten",Majalengka
45452,"Pagandon, Kadipaten",Majalengka
45453,"Balida, Dawuan",Majalengka
45453,"Baturuyuk, Dawuan",Majalengka
45453,"Bojongcideres, Dawuan",Majalengka
45453,"Dawuan, Dawuan",Majalengka
45453,"Gandasari, Kasokandel",Majalengka
45453,"Gandu, Dawuan",Majalengka
45453,"Genteng, Dawuan",Majalengka
45453,"Girimukti, Kasokandel",Majalengka
45453,"Gunungsari, Kasokandel",Majalengka
45453,"Jatimulya, Kasokandel",Majalengka
45453,"Jatisawit, Kasokandel",Majalengka
45453,"Karanganyar, Dawuan",Majalengka
45453,"Kasokandel, Kasokandel",Majalengka
45453,"Leuwikidang, Kasokandel",Majalengka
45453,"Mandapa, Dawuan",Majalengka
45453,"Pasirmalati, Dawuan",Majalengka
45453,"Ranjikulon, Kasokandel",Majalengka
45453,"Ranjiwetan, Kasokandel",Majalengka
45453,"Salawana, Dawuan",Majalengka
45453,"Sinarjati, Dawuan",Majalengka
45453,"Wanajaya, Kasokandel",Majalengka
45454,"Andir, Jatiwangi",Majalengka
45454,"Burujul Kulon, Jatiwangi",Majalengka
45454,"Burujul Wetan, Jatiwangi",Majalengka
45454,"Cibentar, Jatiwangi",Majalengka
45454,"Ciborelang, Jatiwangi",Majalengka
45454,"Cicadas, Jatiwangi",Majalengka
45454,"Jatisura, Jatiwangi",Majalengka
45454,"Jatiwangi, Jatiwangi",Majalengka
45454,"Leuwenggede, Jatiwangi",Majalengka
45454,"Loji, Jatiwangi",Majalengka
45454,"Mekarsari, Jatiwangi",Majalengka
45454,"Pinangraja, Jatiwangi",Majalengka
45454,"Sukaraja Kulon, Jatiwangi",Majalengka
45454,"Sukaraja Wetan, Jatiwangi",Majalengka
45454,"Surawangi, Jatiwangi",Majalengka
45454,"Sutawangi, Jatiwangi",Majalengka
45455,"Bongas Kulon, Sumberjaya",Majalengka
45455,"Bongas Wetan, Sumberjaya",Majalengka
45455,"Cidenok, Sumberjaya",Majalengka
45455,"Garawangi, Sumberjaya",Majalengka
45455,"Gelok Mulya, Sumberjaya",Majalengka
45455,"Loji Kobong, Sumberjaya",Majalengka
45455,"Pancaksuji, Sumberjaya",Majalengka
45455,"Paningkiran, Sumberjaya",Majalengka
45455,"Panjalin Kidul, Sumberjaya",Majalengka
45455,"Panjalin Lor, Sumberjaya",Majalengka
45455,"Parapatan, Sumberjaya",Majalengka
45455,"Rancaputat, Sumberjaya",Majalengka
45455,"Sepat, Sumberjaya",Majalengka
45455,"Sumberjaya, Sumberjaya",Majalengka
45456,"Ampel, Ligung",Majalengka
45456,"Bantarwaru, Ligung",Majalengka
45456,"Beber, Ligung",Majalengka
45456,"Beusi, Ligung",Majalengka
45456,"Buntu, Ligung",Majalengka
45456,"Cibogor, Ligung",Majalengka
45456,"Gandawesi, Ligung",Majalengka
45456,"Kedungkancana, Ligung",Majalengka
45456,"Kedungsari, Ligung",Majalengka
45456,"Kertasari, Ligung",Majalengka
45456,"Kodasari, Ligung",Majalengka
45456,"Leuweunghapit, Ligung",Majalengka
45456,"Leuwiliang Baru, Ligung",Majalengka
45456,"Ligung, Ligung",Majalengka
45456,"Ligung Lor, Ligung",Majalengka
45456,"Majasari, Ligung",Majalengka
45456,"Sukawera, Ligung",Majalengka
45456,"Tegalaren, Ligung",Majalengka
45456,"Wanasalam, Ligung",Majalengka
45457,"Babakan, Kertajati",Majalengka
45457,"Bantarjati, Kertajati",Majalengka
45457,"Kertajati, Kertajati",Majalengka
45457,"Kertasari, Kertajati",Majalengka
45457,"Kertawinangun, Kertajati",Majalengka
45457,"Mekarjaya, Kertajati",Majalengka
45457,"Mekarmulya, Kertajati",Majalengka
45457,"Pakubeureum, Kertajati",Majalengka
45457,"Palasah, Kertajati",Majalengka
45457,"Pasiripis, Kertajati",Majalengka
45457,"Sahbandar, Kertajati",Majalengka
45457,"Sukakerta, Kertajati",Majalengka
45457,"Sukamulya, Kertajati",Majalengka
45457,"Sukawana, Kertajati",Majalengka
